id,preco_medio_trimestral,price,valor_venda,lucro,pct_lucro
7895500070,260000.0,240000.0,284000.0,44000.0,18.33
3353400435,252475.0,230000.0,275475.0,45475.0,19.77
9262800171,260000.0,252000.0,285200.0,33200.0,13.17
3353401710,252475.0,227950.0,275270.0,47320.0,20.76
8159610030,252475.0,196000.0,272075.0,76075.0,38.81
7967200060,252475.0,243000.0,276775.0,33775.0,13.9
8159610060,252500.0,233000.0,275800.0,42800.0,18.37
3329530200,252475.0,205000.0,272975.0,67975.0,33.16
5462100240,266000.0,196500.0,285650.0,89150.0,45.37
3353400860,252475.0,249900.0,277465.0,27565.0,11.03
3751600030,252475.0,100000.0,262475.0,162475.0,162.48
1687000270,266000.0,267000.0,293700.0,26700.0,10.0
1311100520,266000.0,250000.0,291000.0,41000.0,16.4
3356406510,266000.0,196440.0,285644.0,89204.0,45.41
5402100045,260000.0,189950.0,278995.0,89045.0,46.88
3751602329,266000.0,215500.0,287550.0,72050.0,33.43
3356404330,252500.0,206000.0,273100.0,67100.0,32.57
3874000240,252500.0,210000.0,273500.0,63500.0,30.24
8159620160,266000.0,284200.0,312620.0,28420.0,10.0
5651500140,266000.0,272000.0,299200.0,27200.0,10.0
7967600069,252500.0,185000.0,271000.0,86000.0,46.49
3354400060,266000.0,238000.0,289800.0,51800.0,21.76
5413200140,252500.0,213550.0,273855.0,60305.0,28.24
5556800260,260000.0,230000.0,283000.0,53000.0,23.04
128500260,266000.0,262000.0,292200.0,30200.0,11.53
7696600240,252500.0,165000.0,269000.0,104000.0,63.03
1687000240,252500.0,276000.0,303600.0,27600.0,10.0
1312920060,252500.0,265000.0,291500.0,26500.0,10.0
1687000200,266000.0,259000.0,291900.0,32900.0,12.7
2366800055,252500.0,225000.0,275000.0,50000.0,22.22
3750605349,260000.0,210500.0,281050.0,70550.0,33.52
3750603732,260000.0,276000.0,303600.0,27600.0,10.0
3751604169,260000.0,279000.0,306900.0,27900.0,10.0
3751600176,260000.0,196000.0,279600.0,83600.0,42.65
3356407665,252475.0,180000.0,270475.0,90475.0,50.26
7585000110,260000.0,201700.0,280170.0,78470.0,38.9
1311000600,252475.0,250000.0,277475.0,27475.0,10.99
304100090,252475.0,215000.0,273975.0,58975.0,27.43
3751603173,266000.0,212500.0,287250.0,74750.0,35.18
9262800057,260000.0,269950.0,296945.0,26995.0,10.0
1311300100,260000.0,221000.0,282100.0,61100.0,27.65
4013800131,252475.0,267500.0,294250.0,26750.0,10.0
1312200080,266000.0,224000.0,288400.0,64400.0,28.75
7237590010,266000.0,214100.0,287410.0,73310.0,34.24
1311500020,252475.0,198000.0,272275.0,74275.0,37.51
5556900080,252475.0,169000.0,269375.0,100375.0,59.39
4031000290,266000.0,195000.0,285500.0,90500.0,46.41
3329520170,266000.0,250000.0,291000.0,41000.0,16.4
7696600020,260000.0,260000.0,286000.0,26000.0,10.0
9262800294,252475.0,260000.0,286000.0,26000.0,10.0
6181400470,260000.0,215000.0,281500.0,66500.0,30.93
6085000130,260000.0,230000.0,283000.0,53000.0,23.04
321049127,252500.0,277500.0,305250.0,27750.0,10.0
2005950050,266000.0,260000.0,292000.0,32000.0,12.31
8001210170,252475.0,275000.0,302500.0,27500.0,10.0
2214800630,252500.0,239950.0,276495.0,36545.0,15.23
321049090,266000.0,254000.0,291400.0,37400.0,14.72
5706600170,260000.0,204900.0,280490.0,75590.0,36.89
7895500290,260000.0,265000.0,291500.0,26500.0,10.0
4012800050,266000.0,175000.0,283500.0,108500.0,62.0
304100010,252500.0,269500.0,296450.0,26950.0,10.0
6084601060,252475.0,270000.0,297000.0,27000.0,10.0
3329530480,252475.0,241000.0,276575.0,35575.0,14.76
1311200460,266000.0,265000.0,292500.0,27500.0,10.38
6084600660,252475.0,263000.0,289300.0,26300.0,10.0
7967200290,266000.0,190000.0,285000.0,95000.0,50.0
6143600580,266000.0,184000.0,284400.0,100400.0,54.57
8856004328,260000.0,255000.0,285500.0,30500.0,11.96
4031700210,252500.0,220000.0,274500.0,54500.0,24.77
1311400120,252475.0,160000.0,268475.0,108475.0,67.8
3750605620,260000.0,225000.0,282500.0,57500.0,25.56
2214800110,252475.0,259900.0,285890.0,25990.0,10.0
1311910300,260000.0,260000.0,286000.0,26000.0,10.0
2616700450,252500.0,248000.0,277300.0,29300.0,11.81
3876600120,266000.0,265000.0,292500.0,27500.0,10.38
5706600150,266000.0,215000.0,287500.0,72500.0,33.72
3751600025,266000.0,139000.0,279900.0,140900.0,101.37
3750607974,266000.0,280000.0,308000.0,28000.0,10.0
3750603940,252475.0,240000.0,276475.0,36475.0,15.2
2048000330,252475.0,214000.0,273875.0,59875.0,27.98
1687000210,252475.0,275000.0,302500.0,27500.0,10.0
1311100490,260000.0,274000.0,301400.0,27400.0,10.0
5556800150,266000.0,204700.0,286470.0,81770.0,39.95
302000375,266000.0,250000.0,291000.0,41000.0,16.4
302000375,252475.0,169100.0,269385.0,100285.0,59.31
302000375,266000.0,250000.0,291000.0,41000.0,16.4
302000375,252475.0,169100.0,269385.0,100285.0,59.31
9543000945,266000.0,182500.0,284250.0,101750.0,55.75
5647900120,266000.0,250600.0,291060.0,40460.0,16.15
4031000260,266000.0,200000.0,286000.0,86000.0,43.0
7982600030,252475.0,219000.0,274375.0,55375.0,25.29
2730000070,252475.0,225000.0,274975.0,49975.0,22.21
1311600030,252475.0,270000.0,297000.0,27000.0,10.0
3750603471,260000.0,239950.0,283995.0,44045.0,18.36
1311900240,252500.0,226500.0,275150.0,48650.0,21.48
8856004327,266000.0,248000.0,290800.0,42800.0,17.26
7696610270,252500.0,238000.0,276300.0,38300.0,16.09
2616700560,252500.0,250000.0,277500.0,27500.0,11.0
1311800560,252500.0,209000.0,273400.0,64400.0,30.81
3751601171,252500.0,229500.0,275450.0,45950.0,20.02
3750605247,252475.0,255000.0,280500.0,25500.0,10.0
1460900030,252475.0,280000.0,308000.0,28000.0,10.0
8001100030,260000.0,256000.0,285600.0,29600.0,11.56
7905400160,260000.0,246900.0,284690.0,37790.0,15.31
3750600566,252500.0,199950.0,272495.0,72545.0,36.28
5530000030,260000.0,233000.0,283300.0,50300.0,21.59
2730000270,260000.0,178500.0,277850.0,99350.0,55.66
9262800002,252475.0,232000.0,275675.0,43675.0,18.83
3329530030,260000.0,271920.0,299112.0,27192.0,10.0
7696610240,252500.0,257000.0,282700.0,25700.0,10.0
304100070,252500.0,210000.0,273500.0,63500.0,30.24
1311000270,266000.0,247000.0,290700.0,43700.0,17.69
8856004582,252475.0,198000.0,272275.0,74275.0,37.51
1311400350,252500.0,235000.0,276000.0,41000.0,17.45
7895500550,260000.0,190848.0,279084.8,88236.79999999999,46.23
3750603492,252475.0,185000.0,270975.0,85975.0,46.47
3353400120,252475.0,174000.0,269875.0,95875.0,55.1
302000065,260000.0,184000.0,278400.0,94400.0,51.3
4014400237,266000.0,132500.0,279250.0,146750.0,110.75
7905400040,252475.0,206000.0,273075.0,67075.0,32.56
3750605674,252475.0,270000.0,297000.0,27000.0,10.0
9265400210,252475.0,227000.0,275175.0,48175.0,21.22
2482500040,252475.0,199900.0,272465.0,72565.0,36.3
1021049057,252500.0,207000.0,273200.0,66200.0,31.98
3329520410,266000.0,245000.0,290500.0,45500.0,18.57
4013800206,252475.0,199000.0,272375.0,73375.0,36.87
2460600040,266000.0,175000.0,283500.0,108500.0,62.0
2154900330,252475.0,234000.0,275875.0,41875.0,17.9
8159610150,252500.0,234950.0,275995.0,41045.0,17.47
8001210120,252475.0,234500.0,275925.0,41425.0,17.67
3422049158,252475.0,246000.0,277075.0,31075.0,12.63
3329500730,252500.0,220000.0,274500.0,54500.0,24.77
3750603685,252475.0,250000.0,277475.0,27475.0,10.99
3599600276,252500.0,215500.0,274050.0,58550.0,27.17
1311800220,260000.0,234950.0,283495.0,48545.0,20.66
6306100190,266000.0,220000.0,288000.0,68000.0,30.91
5412100920,252500.0,250000.0,277500.0,27500.0,11.0
3876500290,260000.0,175000.0,277500.0,102500.0,58.57
1311800130,260000.0,162500.0,276250.0,113750.0,70.0
3751602249,260000.0,205000.0,280500.0,75500.0,36.83
3750604417,266000.0,172500.0,283250.0,110750.0,64.2
6084600420,252475.0,245000.0,276975.0,31975.0,13.05
7696630170,266000.0,276000.0,303600.0,27600.0,10.0
3751600635,252500.0,264500.0,290950.0,26450.0,10.0
3356403304,252500.0,154000.0,267900.0,113900.0,73.96
3356403140,252500.0,225000.0,275000.0,50000.0,22.22
321049193,252500.0,215000.0,274000.0,59000.0,27.44
9265410010,260000.0,212000.0,281200.0,69200.0,32.64
2895550050,266000.0,280000.0,308000.0,28000.0,10.0
8001450170,252475.0,274950.0,302445.0,27495.0,10.0
2895550280,266000.0,280000.0,308000.0,28000.0,10.0
2895550190,252475.0,245000.0,276975.0,31975.0,13.05
9543000896,252475.0,237000.0,276175.0,39175.0,16.53
6306100080,252475.0,234950.0,275970.0,41020.0,17.46
5530000050,252500.0,278000.0,305800.0,27800.0,10.0
1311200380,252475.0,210000.0,273475.0,63475.0,30.23
4031000250,266000.0,150000.0,281000.0,131000.0,87.33
3354400545,252475.0,190000.0,271475.0,81475.0,42.88
7696500280,252500.0,182500.0,270750.0,88250.0,48.36
6143000020,266000.0,299000.0,328900.0,29900.0,10.0
6143000020,252500.0,175000.0,270000.0,95000.0,54.29
7696630080,266000.0,197000.0,285700.0,88700.0,45.03
2817850290,252500.0,258000.0,283800.0,25800.0,10.0
4031000460,266000.0,199500.0,285950.0,86450.0,43.33
3750606890,266000.0,220000.0,288000.0,68000.0,30.91
3356402232,252475.0,179900.0,270465.0,90565.0,50.34
1521049156,252500.0,255000.0,280500.0,25500.0,10.0
1311200120,266000.0,225000.0,288500.0,63500.0,28.22
1311800040,252500.0,260000.0,286000.0,26000.0,10.0
2422000067,266000.0,230000.0,289000.0,59000.0,25.65
6084600330,252475.0,260000.0,286000.0,26000.0,10.0
9265410090,252500.0,160000.0,268500.0,108500.0,67.81
2154900040,252500.0,194250.0,271925.0,77675.0,39.99
5702330120,266000.0,222400.0,288240.0,65840.0,29.6
8856003525,260000.0,183500.0,278350.0,94850.0,51.69
7696620100,266000.0,254999.0,291499.9,36500.90000000002,14.31
3356402020,266000.0,230000.0,289000.0,59000.0,25.65
3751604653,252475.0,205000.0,272975.0,67975.0,33.16
8856004415,260000.0,168000.0,276800.0,108800.0,64.76
1312900180,260000.0,225000.0,282500.0,57500.0,25.56
3356403400,252475.0,159000.0,268375.0,109375.0,68.79
3353401340,260000.0,199900.0,279990.0,80090.0,40.07
629650370,260000.0,250000.0,285000.0,35000.0,14.0
6181420200,252500.0,272000.0,299200.0,27200.0,10.0
3356402702,252475.0,215000.0,273975.0,58975.0,27.43
8856004786,252475.0,275000.0,302500.0,27500.0,10.0
2911000100,260000.0,245000.0,284500.0,39500.0,16.12
6181410950,252475.0,254950.0,280445.0,25495.0,10.0
6601200250,266000.0,205000.0,286500.0,81500.0,39.76
3356402705,260000.0,216000.0,281600.0,65600.0,30.37
629650380,260000.0,255000.0,285500.0,30500.0,11.96
3353401070,266000.0,260000.0,292000.0,32000.0,12.31
3353400092,252500.0,270500.0,297550.0,27050.0,10.0
3355400242,252500.0,274900.0,302390.0,27490.0,10.0
6601200040,252475.0,280000.0,308000.0,28000.0,10.0
1278000210,260000.0,110000.0,271000.0,161000.0,146.36
1389600040,252500.0,255000.0,280500.0,25500.0,10.0
1389600080,252475.0,277950.0,305745.0,27795.0,10.0
8856003839,252500.0,215000.0,274000.0,59000.0,27.44
6601200020,260000.0,235245.0,283524.5,48279.5,20.52
3094000210,260000.0,269950.0,296945.0,26995.0,10.0
16000397,238000.0,189000.0,256900.0,67900.0,35.93
1202000200,238000.0,233000.0,261300.0,28300.0,12.15
6131600075,229051.5,225000.0,251551.5,26551.5,11.8
3021059276,237950.0,250000.0,275000.0,25000.0,10.0
9500900135,238000.0,200000.0,258000.0,58000.0,29.0
6131600060,235000.0,214000.0,256400.0,42400.0,19.81
3224800075,238000.0,234000.0,261400.0,27400.0,11.71
16000435,237950.0,218500.0,259800.0,41300.0,18.9
1450100070,229051.5,208000.0,249851.5,41851.5,20.12
3021059244,235000.0,249950.0,274945.0,24995.0,10.0
1821059264,229051.5,224000.0,251451.5,27451.5,12.26
1887500045,238000.0,247500.0,272250.0,24750.0,10.0
3915500045,238000.0,180000.0,256000.0,76000.0,42.22
7335400400,229051.5,176250.0,246676.5,70426.5,39.96
4399200075,235000.0,250000.0,275000.0,25000.0,10.0
7345000340,237950.0,208000.0,258750.0,50750.0,24.4
3313600340,229051.5,183000.0,247351.5,64351.5,35.16
8698600055,229051.5,210000.0,250051.5,40051.5,19.07
835000055,229051.5,175000.0,246551.5,71551.5,40.89
3021059155,238000.0,161500.0,254150.0,92650.0,57.37
2021069059,229051.5,254600.0,280060.0,25460.0,10.0
3339900096,238000.0,250750.0,275825.0,25075.0,10.0
16000015,229051.5,219950.0,251046.5,31096.5,14.14
8698100115,229051.5,255000.0,280500.0,25500.0,10.0
2149800148,229051.5,257200.0,282920.0,25720.0,10.0
2891000750,235000.0,222000.0,257200.0,35200.0,15.86
2891100820,235000.0,213500.0,256350.0,42850.0,20.07
7468900245,229051.5,188200.0,247871.5,59671.5,31.71
7140800100,238000.0,125000.0,250500.0,125500.0,100.4
492000475,238000.0,245000.0,269500.0,24500.0,10.0
7338000850,235000.0,183000.0,253300.0,70300.0,38.42
7116500705,237950.0,156000.0,253550.0,97550.0,62.53
7345310100,238000.0,238000.0,261800.0,23800.0,10.0
1388600110,235000.0,245000.0,269500.0,24500.0,10.0
3313600266,237950.0,190000.0,256950.0,66950.0,35.24
8154100020,235000.0,248500.0,273350.0,24850.0,10.0
2891000680,229051.5,195000.0,248551.5,53551.5,27.46
6858700225,238000.0,199950.0,257995.0,58045.0,29.03
7140600190,235000.0,233500.0,258350.0,24850.0,10.64
3224800010,238000.0,235000.0,261500.0,26500.0,11.28
7338001190,238000.0,215000.0,259500.0,44500.0,20.7
7806210380,237950.0,257500.0,283250.0,25750.0,10.0
7331900290,235000.0,230000.0,258000.0,28000.0,12.17
7806210190,238000.0,239000.0,262900.0,23900.0,10.0
3802000020,235000.0,154950.0,250495.0,95545.0,61.66
304000380,238000.0,197000.0,257700.0,60700.0,30.81
